date,aqi,pm25,pm10,co,o3,no2,so2,temperature,humidity,holiday,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,new_confirmed
2021-07-20,121.41666666666666,61.0,32.0,5.5,11.8,19.2,1.6,11.0,61.0,0,-27.0,29.0,-18.0,-20.0,-13.0,12.0,830
2021-07-21,143.875,72.0,39.0,6.4,10.2,25.2,2.6,14.0,61.7,0,-26.0,29.0,-3.0,-17.0,-12.0,12.0,2706
2021-07-22,163.0,82.0,36.0,4.6,12.6,20.6,1.6,12.5,87.0,0,-24.0,36.0,-1.0,-17.0,-11.0,11.0,2060
2021-07-23,169.0,85.0,42.0,5.5,18.3,22.0,1.6,14.1,82.0,0,-25.0,34.0,8.0,-13.0,-7.0,11.0,2126
2021-07-24,197.0,99.0,50.0,8.2,9.8,24.3,2.1,17.2,63.0,0,-16.0,36.0,11.0,-2.0,10.0,6.0,0
2021-07-25,193.0,97.0,49.0,9.1,9.8,19.7,1.6,18.6,53.0,0,-22.0,27.0,44.0,-11.0,11.0,5.0,1430
2021-07-26,189.0,95.0,54.0,9.1,6.1,28.8,2.1,20.0,44.1,0,-28.0,25.0,-6.0,-18.0,-12.0,11.0,0
2021-07-27,61.02272727272727,76.0,52.0,5.5,18.7,20.2,1.6,18.0,48.0,0,-28.0,26.0,-9.0,-19.0,-11.0,11.0,2121
2021-07-28,50.0,25.0,9.0,3.7,11.0,12.4,0.6,11.0,91.0,0,-38.0,12.0,-41.0,-26.0,-14.0,15.0,0
2021-07-29,75.5,38.0,17.0,2.8,13.5,12.8,1.1,7.0,65.0,0,-26.0,35.0,-13.0,-18.0,-10.0,12.0,0
2021-07-30,91.83333333333333,46.0,20.0,2.8,13.9,12.8,1.1,8.2,77.6,0,-25.0,37.0,-9.0,-15.0,-6.0,12.0,5414
2021-07-31,83.66666666666666,42.0,19.0,2.8,16.7,9.6,1.1,11.0,81.0,0,-14.0,43.0,-16.0,-4.0,12.0,7.0,1630
2021-08-01,109.16666666666667,55.0,20.0,2.8,17.5,9.2,1.1,12.2,82.0,0,-21.0,34.0,-5.0,-14.0,11.0,8.0,575
2021-08-02,135.70833333333331,68.0,30.0,4.6,13.9,17.4,1.1,13.0,87.0,0,-24.0,32.0,-14.0,-14.0,-8.0,11.0,330
2021-08-03,75.5,38.0,16.0,2.8,16.7,10.1,0.6,12.5,85.5,0,-27.0,29.0,-25.0,-17.0,-8.0,11.0,1681
2021-08-04,75.5,38.0,18.0,2.8,17.9,11.0,1.1,12.0,82.0,0,-25.0,32.0,-9.0,-14.0,-7.0,11.0,1907
2021-08-05,100.0,50.0,20.0,3.7,15.9,11.9,1.6,14.1,84.5,0,-20.0,43.0,-7.0,-12.0,-6.0,10.0,0
2021-08-06,121.41666666666666,61.0,25.0,3.7,13.5,13.8,1.1,15.7,86.8,0,-16.0,49.0,7.0,-6.0,-2.0,9.0,3029
2021-08-07,129.58333333333334,65.0,27.0,4.6,12.2,14.2,1.6,15.7,84.3,0,-3.0,57.0,0.0,6.0,12.0,5.0,0
2021-08-08,135.70833333333331,68.0,27.0,4.6,11.4,11.9,1.6,17.0,72.0,0,-16.0,43.0,12.0,-5.0,15.0,3.0,0
2021-08-09,139.79166666666666,70.0,35.0,6.4,9.4,22.4,1.6,19.0,59.0,0,-23.0,34.0,-5.0,-12.0,-7.0,10.0,2572
2021-08-10,193.0,97.0,53.0,9.1,9.8,29.8,1.6,19.0,49.0,0,-23.0,34.0,-5.0,-12.0,-6.0,9.0,1709
2021-08-11,105.08333333333333,53.0,21.0,3.7,16.7,9.2,0.6,14.3,82.0,0,-26.0,29.0,-12.0,-13.0,-7.0,11.0,1298
2021-08-12,34.0,17.0,8.0,2.8,14.7,9.2,0.6,13.0,93.0,0,-24.0,36.0,-30.0,-13.0,-6.0,10.0,1692
2021-08-13,50.0,25.0,10.0,2.8,11.8,13.3,1.1,13.3,93.0,0,-26.0,32.0,-31.0,-11.0,-3.0,11.0,1674
2021-08-14,91.83333333333333,46.0,17.0,2.8,14.7,11.9,0.6,14.7,88.6,0,-11.0,41.0,-28.0,-1.0,12.0,6.0,1393
2021-08-15,125.5,63.0,24.0,3.7,13.5,10.6,1.1,15.5,87.0,0,-15.0,33.0,6.0,-8.0,13.0,6.0,649
2021-08-16,139.79166666666666,70.0,30.0,5.5,9.4,17.9,1.1,16.0,83.6,0,-28.0,25.0,-36.0,-15.0,-8.0,11.0,590
2021-08-17,135.70833333333331,68.0,38.0,7.3,11.4,24.3,1.6,20.3,62.0,0,-24.0,29.0,-26.0,-13.0,-7.0,10.0,1361
2021-08-18,206.25,104.0,54.0,9.1,11.0,30.2,1.6,23.6,54.7,0,-25.0,27.0,-16.0,-12.0,-4.0,10.0,1534
2021-08-19,193.0,97.0,54.0,8.2,11.8,29.3,1.6,22.4,46.0,0,-22.0,35.0,-13.0,-11.0,-4.0,9.0,1484
2021-08-20,177.0,89.0,53.0,8.2,15.1,26.6,1.6,22.0,44.0,0,-20.0,39.0,-6.0,-7.0,0.0,8.0,1575
2021-08-21,197.0,99.0,54.0,9.1,27.3,28.8,2.1,21.2,46.0,0,-11.0,40.0,-1.0,2.0,12.0,4.0,0
2021-08-22,189.0,95.0,51.0,4.6,21.6,17.4,2.1,22.0,37.0,0,-17.0,32.0,26.0,-7.0,12.0,4.0,0
2021-08-23,243.75,122.0,62.0,8.2,12.6,27.9,2.1,22.2,41.0,0,-26.0,28.0,-23.0,-12.0,-5.0,9.0,2283
2021-08-24,263.0,132.0,67.0,8.2,10.2,33.0,2.6,23.5,43.0,0,-27.0,27.0,-26.0,-16.0,-5.0,10.0,1615
2021-08-25,253.0,127.0,68.0,9.1,11.8,36.2,2.6,24.0,40.0,0,-26.0,28.0,-17.0,-12.0,-4.0,10.0,1366
2021-08-26,212.5,107.0,61.0,5.5,28.1,17.4,1.6,23.0,44.0,0,-24.0,35.0,-17.0,-11.0,-4.0,9.0,1476
2021-08-27,50.0,25.0,11.0,2.8,17.1,8.3,1.1,15.5,89.6,0,-26.0,31.0,-26.0,-10.0,0.0,10.0,1694
2021-08-28,50.0,25.0,9.0,3.7,15.9,10.1,0.6,15.0,89.0,0,-23.0,27.0,-54.0,-14.0,9.0,9.0,0
2021-08-29,59.166666666666664,30.0,10.0,2.8,19.1,5.5,0.6,16.0,88.0,0,-24.0,26.0,-38.0,-16.0,10.0,8.0,2168
2021-08-30,42.0,21.0,10.0,2.8,18.3,7.8,0.6,16.3,82.5,0,-26.0,28.0,-31.0,-13.0,-4.0,10.0,554
2021-08-31,59.166666666666664,30.0,12.0,2.8,16.3,7.8,1.1,17.0,82.0,0,-23.0,41.0,-31.0,-12.0,-3.0,9.0,1900
2021-09-01,75.5,38.0,16.0,2.8,14.3,11.5,1.1,16.7,82.0,0,-22.0,37.0,-19.0,-9.0,-3.0,9.0,1466
2021-09-02,113.25,57.0,24.0,3.7,11.4,16.0,1.1,18.0,72.0,0,-19.0,43.0,-15.0,-8.0,-2.0,8.0,1305
2021-09-03,135.70833333333331,68.0,37.0,5.5,13.5,21.5,1.1,21.0,60.0,0,-19.0,41.0,-7.0,-4.0,2.0,7.0,1640
2021-09-04,159.0,80.0,41.0,4.6,20.8,16.0,1.6,17.0,79.8,0,-12.0,41.0,-10.0,3.0,10.0,3.0,0
2021-09-05,135.70833333333331,68.0,28.0,3.7,19.1,9.6,1.1,18.0,73.0,0,-16.0,29.0,20.0,-7.0,10.0,4.0,2041
2021-09-06,125.5,63.0,22.0,2.8,25.6,8.7,0.6,18.0,82.0,0,-15.0,37.0,-11.0,-25.0,-33.0,11.0,418
2021-09-07,105.08333333333333,53.0,18.0,2.8,23.6,6.4,0.6,17.0,88.0,1,-33.0,8.0,21.0,-46.0,-67.0,19.0,853
2021-09-08,169.0,85.0,52.0,5.5,19.1,15.6,1.1,19.4,82.0,1,-25.0,33.0,-19.0,-9.0,-3.0,8.0,646
2021-09-09,125.5,63.0,27.0,4.6,19.1,16.5,0.6,21.0,82.0,1,-25.0,38.0,-28.0,-10.0,-3.0,9.0,269
2021-09-10,143.875,72.0,27.0,5.5,10.6,22.0,0.6,21.0,75.0,1,-21.0,37.0,-22.0,-6.0,2.0,9.0,146
2021-09-11,129.58333333333334,65.0,29.0,5.5,7.4,22.0,1.1,20.3,70.0,1,-8.0,42.0,-16.0,4.0,15.0,5.0,0
2021-09-12,155.0,78.0,30.0,4.6,15.9,14.7,1.6,19.0,77.0,1,-14.0,31.0,21.0,-4.0,12.0,5.0,217
2021-09-13,163.0,82.0,42.0,6.4,13.0,22.0,1.1,24.2,57.0,0,-23.0,29.0,-22.0,-9.0,-3.0,8.0,43
2021-09-14,189.0,95.0,53.0,4.6,24.0,16.5,1.1,24.7,47.0,0,-25.0,26.0,-29.0,-11.0,-4.0,9.0,180
2021-09-15,117.33333333333333,59.0,21.0,3.7,19.5,10.6,1.1,19.0,82.0,0,-26.0,26.0,-31.0,-11.0,-4.0,9.0,162
2021-09-16,50.0,25.0,8.0,1.9,15.5,9.2,0.6,17.0,88.0,0,-24.0,33.0,-32.0,-11.0,-4.0,9.0,0
2021-09-17,75.5,38.0,14.0,2.8,14.3,11.5,0.6,16.0,93.0,0,-21.0,34.0,-18.0,-6.0,0.0,8.0,0
2021-09-18,129.58333333333334,65.0,27.0,3.7,13.0,12.4,1.1,18.3,88.0,0,-9.0,37.0,-10.0,4.0,13.0,4.0,0
2021-09-19,169.0,85.0,39.0,4.6,15.9,14.2,1.1,19.0,82.0,0,-14.0,30.0,18.0,-5.0,10.0,4.0,8688
2021-09-20,173.0,87.0,40.0,4.6,19.9,16.0,1.1,21.9,77.0,0,-23.0,30.0,-23.0,-10.0,-3.0,8.0,77
2021-09-21,216.66666666666666,109.0,51.0,6.4,17.9,23.8,1.6,20.0,73.5,0,-27.0,24.0,-36.0,-12.0,-3.0,9.0,391
2021-09-22,59.166666666666664,30.0,15.0,1.9,20.4,8.3,1.1,13.1,85.3,0,-26.0,26.0,-32.0,-12.0,-1.0,10.0,340
2021-09-23,67.33333333333333,34.0,18.0,1.9,19.5,8.3,1.1,14.0,76.0,0,-21.0,37.0,-20.0,-9.0,0.0,8.0,294
2021-09-24,117.33333333333333,59.0,29.0,2.8,18.3,12.4,1.1,15.0,82.0,0,-21.0,34.0,-12.0,-6.0,4.0,8.0,408
2021-09-25,139.79166666666666,70.0,29.0,2.8,19.5,12.4,1.1,17.0,83.0,0,-15.0,31.0,-34.0,-2.0,13.0,6.0,0
2021-09-26,155.0,78.0,34.0,3.7,19.1,11.0,1.1,20.6,63.6,0,-15.0,30.0,4.0,-4.0,12.0,5.0,0
2021-09-27,177.0,89.0,43.0,5.5,16.7,24.7,2.1,20.7,64.0,0,-25.0,27.0,-23.0,-11.0,-1.0,9.0,0
2021-09-28,155.0,78.0,41.0,4.6,17.1,22.4,2.1,23.3,46.0,0,-26.0,25.0,-26.0,-12.0,-1.0,9.0,843
2021-09-29,155.0,78.0,37.0,2.8,22.0,11.5,1.1,18.8,78.0,0,-26.0,25.0,-24.0,-11.0,0.0,9.0,232
2021-09-30,109.16666666666667,55.0,19.0,2.8,23.6,9.2,0.6,17.0,82.0,0,-19.0,42.0,-21.0,-8.0,1.0,8.0,0
2021-10-01,105.08333333333333,53.0,20.0,4.6,12.6,17.9,0.6,18.6,85.0,0,-21.0,35.0,-25.0,-6.0,4.0,8.0,658
2021-10-02,129.58333333333334,65.0,26.0,6.4,11.4,20.6,1.1,20.0,82.0,0,-6.0,43.0,-24.0,5.0,15.0,5.0,0
2021-10-03,153.0,77.0,30.5,6.8,11.8,17.6,0.6,19.7,88.0,0,-19.0,29.0,-27.0,-12.0,10.0,6.0,0
2021-10-04,100.0,50.0,16.0,3.7,14.3,16.5,1.1,18.8,89.0,0,-26.0,25.0,-37.0,-12.0,-1.0,9.0,0
2021-10-05,59.166666666666664,30.0,10.0,2.8,16.7,11.0,0.6,16.0,90.7,0,-22.0,31.0,-36.0,-11.0,-1.0,9.0,0
2021-10-06,83.66666666666666,42.0,14.0,2.8,17.1,11.0,0.6,18.0,88.0,0,-18.0,35.0,-18.0,-7.0,1.0,8.0,0
2021-10-07,91.83333333333333,46.0,15.0,2.8,13.0,11.9,0.6,17.0,88.0,0,-16.0,44.0,-25.0,-6.0,1.0,7.0,0
2021-10-08,67.33333333333333,34.0,12.0,2.8,17.1,9.6,0.6,15.3,87.0,0,-13.0,44.0,-11.0,-1.0,5.0,6.0,0
2021-10-09,59.166666666666664,30.0,10.0,2.8,14.7,9.6,0.6,15.2,92.8,0,-10.0,36.0,-46.0,2.0,10.0,5.0,0
2021-10-10,50.0,25.0,8.0,1.9,14.7,6.4,0.6,16.0,93.0,0,-18.0,26.0,-50.0,-16.0,8.0,7.0,0
2021-10-11,42.0,21.0,9.0,2.8,12.2,10.1,0.6,16.6,93.0,0,-8.0,36.0,-38.0,-24.0,-32.0,12.0,0
2021-10-12,67.33333333333333,34.0,12.0,2.8,19.1,7.4,0.6,17.5,89.0,1,-24.0,13.0,-7.0,-49.0,-67.0,19.0,2373
2021-10-13,109.16666666666667,55.0,20.0,2.8,18.3,12.4,0.6,17.7,89.9,1,-23.0,27.0,-20.0,-7.0,-1.0,8.0,55
2021-10-14,113.25,57.0,26.0,3.7,17.9,17.4,1.1,20.3,81.9,1,-21.0,33.0,-22.0,-7.0,1.0,8.0,483
2021-10-15,105.08333333333333,53.0,20.0,3.7,24.4,20.6,1.1,20.0,78.5,1,-20.0,32.0,-16.0,-4.0,4.0,8.0,327
2021-10-16,59.166666666666664,30.0,10.0,2.8,21.6,8.7,0.6,19.0,88.0,1,-9.0,36.0,-28.0,3.0,16.0,5.0,0
2021-10-17,50.0,25.0,8.0,1.9,17.9,5.5,0.6,16.1,93.0,1,-17.0,28.0,-35.0,-10.0,11.0,7.0,0
2021-10-18,42.0,21.0,9.0,2.8,13.9,10.6,0.6,16.0,93.0,0,-28.0,20.0,-44.0,-12.0,-2.0,10.0,361
2021-10-19,34.0,17.0,7.0,1.9,16.3,9.6,0.6,15.0,93.0,0,-26.0,22.0,-42.0,-11.0,-1.0,9.0,376
2021-10-20,59.166666666666664,30.0,10.0,2.8,17.9,9.6,0.6,13.0,93.0,0,-21.0,32.0,-28.0,-8.0,0.0,9.0,440
2021-10-21,83.66666666666666,42.0,14.0,2.8,18.7,10.6,1.1,14.6,87.0,0,-16.0,42.0,-18.0,-5.0,2.0,7.0,475
2021-10-22,105.08333333333333,53.0,20.0,2.8,16.7,14.7,1.1,16.0,82.0,0,-15.0,38.0,-5.0,-1.0,6.0,7.0,373
2021-10-23,121.41666666666666,61.0,30.0,4.6,18.3,18.8,1.1,23.2,60.0,0,-3.0,39.0,5.0,10.0,17.0,3.0,0
2021-10-24,67.33333333333333,34.0,10.0,2.8,26.0,6.4,0.6,17.8,90.0,0,-21.0,23.0,-46.0,-14.0,9.0,7.0,0
2021-10-25,83.66666666666666,42.0,20.0,2.8,19.1,11.0,0.6,17.0,87.0,0,-21.0,30.0,-29.0,-7.0,2.0,8.0,479
2021-10-26,113.25,57.0,20.0,3.7,15.5,12.4,1.1,17.1,91.5,0,-22.0,26.0,-29.0,-7.0,1.0,8.0,353
2021-10-27,113.25,57.0,20.0,3.7,14.7,12.8,0.6,19.0,93.0,0,-23.0,23.0,-27.0,-6.0,1.0,8.0,170
2021-10-28,83.66666666666666,42.0,14.0,3.7,11.4,13.3,1.1,19.0,88.7,0,-17.0,38.0,-23.0,-4.0,2.0,7.0,259
2021-10-29,100.0,50.0,18.0,2.8,10.6,11.0,1.1,18.0,85.1,0,-13.0,43.0,-11.0,1.0,6.0,6.0,390
2021-10-30,91.83333333333333,46.0,15.0,2.8,15.9,7.4,1.1,17.7,88.0,0,-4.0,44.0,-16.0,10.0,15.0,3.0,0
2021-10-31,91.83333333333333,46.0,14.0,2.8,12.6,9.2,0.6,17.9,88.0,0,-15.0,27.0,-37.0,-6.0,10.0,6.0,0
2021-11-01,50.0,25.0,10.0,2.8,14.7,9.2,1.1,17.6,88.0,0,-9.0,38.0,-26.0,-23.0,-30.0,12.0,0
2021-11-02,50.0,25.0,8.0,1.9,14.7,4.6,0.6,18.0,88.0,0,-32.0,11.0,-9.0,-49.0,-67.0,20.0,0
2021-11-03,59.166666666666664,30.0,11.0,2.8,13.5,7.8,0.6,18.3,85.2,0,-21.0,31.0,-20.0,-2.0,4.0,6.0,414
2021-11-04,109.16666666666667,55.0,21.0,3.7,12.6,14.2,1.1,20.5,80.8,0,-15.0,41.0,-10.0,-1.0,5.0,6.0,0
2021-11-05,129.58333333333334,65.0,26.0,3.7,11.4,12.8,1.6,18.0,82.0,0,-12.0,42.0,-4.0,4.0,10.0,5.0,0
2021-11-06,113.25,57.0,21.0,2.8,17.9,10.6,1.1,17.2,72.0,0,1.0,45.0,-4.0,15.0,19.0,3.0,0
2021-11-07,91.83333333333333,46.0,16.0,1.9,18.7,5.1,1.1,17.8,72.0,0,-3.0,40.0,21.0,3.0,14.0,3.0,818
2021-11-08,75.5,38.0,16.0,1.9,12.6,9.2,1.1,18.0,77.0,0,-17.0,36.0,-23.0,-2.0,5.0,6.0,7
2021-11-09,67.33333333333333,34.0,12.0,2.8,11.0,9.6,1.1,17.9,82.0,0,-17.0,37.0,-28.0,-3.0,5.0,6.0,185
2021-11-10,67.33333333333333,34.0,14.0,2.8,15.9,8.7,1.1,17.7,82.0,0,-16.0,36.0,-16.0,-1.0,5.0,6.0,0
2021-11-11,59.166666666666664,30.0,11.0,2.8,11.8,11.9,0.6,16.0,90.0,0,-18.0,35.0,-30.0,-2.0,5.0,6.0,439
2021-11-12,50.0,25.0,11.0,1.9,13.0,7.4,0.6,15.0,82.0,0,-13.0,41.0,-15.0,3.0,9.0,5.0,0
2021-11-13,59.166666666666664,30.0,13.0,1.9,16.7,6.0,1.1,14.4,76.0,0,-1.0,41.0,-14.0,15.0,14.0,2.0,0
2021-11-14,75.5,38.0,14.0,1.9,18.7,6.0,1.1,16.0,76.0,0,-3.0,33.0,15.0,5.0,12.0,3.0,0
2021-11-15,113.25,57.0,20.0,2.8,22.0,8.7,1.6,18.8,76.0,0,-27.0,11.0,27.0,-44.0,-67.0,16.0,0
2021-11-16,117.33333333333333,59.0,28.0,3.7,20.4,17.0,1.6,20.0,68.5,0,-20.0,30.0,-25.0,-2.0,5.0,5.0,0
2021-11-17,135.70833333333331,68.0,36.0,3.7,26.4,22.4,1.6,24.0,50.3,0,-17.0,31.0,-10.0,0.0,6.0,6.0,0
2021-11-18,117.33333333333333,59.0,26.0,4.6,12.6,19.2,1.1,22.0,78.0,0,-21.0,27.0,-33.0,-2.0,6.0,7.0,1399
2021-11-19,50.0,25.0,9.0,2.8,12.6,11.5,0.6,19.0,92.4,0,-17.0,35.0,-26.0,0.0,9.0,7.0,0
2021-11-20,50.0,25.0,9.0,1.9,16.3,6.4,0.6,17.0,87.0,0,-1.0,42.0,-29.0,7.0,10.0,5.0,0
2021-11-21,91.83333333333333,46.0,16.0,1.9,15.9,5.5,0.6,15.7,82.0,0,-2.0,40.0,-9.0,5.0,14.0,4.0,0
2021-11-22,100.0,50.0,20.0,2.8,13.0,15.1,1.1,20.0,57.0,0,-14.0,36.0,-17.0,0.0,6.0,6.0,0
2021-11-23,121.41666666666666,61.0,33.0,4.6,34.6,21.5,1.6,22.3,47.3,0,-14.0,32.0,-19.0,-1.0,6.0,6.0,828
2021-11-24,105.08333333333333,53.0,25.0,2.8,22.4,8.3,0.6,18.6,82.0,0,-15.0,31.0,-16.0,0.0,7.0,6.0,147
2021-11-25,139.79166666666666,70.0,34.0,3.7,19.9,16.5,1.1,21.5,79.2,0,-9.0,45.0,-9.0,3.0,8.0,5.0,0
2021-11-26,100.0,50.0,20.0,3.7,19.9,14.7,1.1,21.1,77.0,0,-9.0,52.0,-17.0,4.0,11.0,4.0,0
2021-11-27,75.5,38.0,13.0,2.8,24.4,6.9,0.6,21.5,78.6,0,0.0,40.0,-12.0,16.0,20.0,2.0,0
2021-11-28,121.41666666666666,61.0,23.0,3.7,24.0,9.6,0.6,21.0,77.0,0,-2.0,37.0,12.0,8.0,16.0,2.0,0
2021-11-29,113.25,57.0,28.0,4.6,19.5,15.6,1.1,26.0,61.4,0,-16.0,31.0,-20.0,-1.0,6.0,6.0,0
2021-11-30,67.33333333333333,34.0,14.0,3.7,17.5,11.9,0.6,21.0,81.8,0,-14.0,35.0,-30.0,-2.0,6.0,6.0,0
2021-12-01,109.16666666666667,55.0,19.0,3.7,15.5,11.9,1.1,20.0,88.0,0,-11.0,41.0,-16.0,2.0,7.0,5.0,0
2021-12-02,91.83333333333333,46.0,17.0,2.8,14.3,9.2,1.1,18.7,87.3,0,-8.0,47.0,-14.0,2.0,7.0,5.0,0
2021-12-03,59.166666666666664,30.0,12.0,2.8,11.4,7.8,0.6,17.5,88.0,0,-8.0,44.0,-6.0,6.0,11.0,4.0,0
2021-12-04,75.5,38.0,15.0,1.9,17.1,6.9,1.1,18.9,82.0,0,7.0,47.0,-1.0,23.0,20.0,1.0,0
2021-12-05,100.0,50.0,18.0,1.9,18.7,6.4,0.6,20.0,78.6,0,4.0,43.0,18.0,13.0,19.0,2.0,0
2021-12-06,91.83333333333333,46.0,17.0,1.9,15.5,8.7,1.1,19.8,77.0,0,-10.0,38.0,-23.0,1.0,5.0,6.0,1554
2021-12-07,42.0,21.0,10.0,1.9,11.0,7.4,0.6,16.6,88.0,0,-16.0,33.0,-40.0,-5.0,5.0,7.0,0
2021-12-08,42.0,21.0,11.0,1.9,13.0,6.9,0.6,16.0,85.5,0,-5.0,43.0,-19.0,2.0,6.0,6.0,0
2021-12-09,50.0,25.0,13.0,1.9,12.6,7.8,1.1,16.5,82.0,0,-2.0,51.0,-11.0,4.0,8.0,5.0,0
2021-12-10,83.66666666666666,42.0,17.0,2.8,11.8,12.4,1.1,18.6,72.0,0,-3.0,46.0,4.0,8.0,11.0,4.0,0
2021-12-11,109.16666666666667,55.0,25.0,2.8,21.2,15.1,1.1,23.0,45.0,0,9.0,47.0,7.0,26.0,24.0,0.0,0
2021-12-12,121.41666666666666,61.0,30.0,3.7,21.2,13.3,1.1,23.0,67.0,0,4.0,41.0,13.0,15.0,24.0,1.0,0
2021-12-13,100.0,50.0,19.0,5.5,8.6,18.3,1.1,21.6,82.0,0,-14.0,27.0,-30.0,-2.0,3.0,7.0,0
2021-12-14,105.08333333333333,53.0,18.0,4.6,9.0,14.7,0.6,22.0,88.0,0,-9.0,36.0,-30.0,-3.0,2.0,7.0,0
2021-12-15,75.5,38.0,14.0,5.5,8.2,15.6,0.6,21.5,93.0,0,-9.0,29.0,-30.0,-1.0,2.0,7.0,0
2021-12-16,91.83333333333333,46.0,16.0,4.6,13.9,13.3,0.6,22.4,88.0,0,3.0,52.0,-14.0,2.0,2.0,5.0,0
2021-12-17,59.166666666666664,30.0,10.0,2.8,11.0,7.8,0.6,21.0,88.0,0,-2.0,44.0,-12.0,4.0,5.0,5.0,0
2021-12-18,42.0,21.0,9.0,1.9,11.4,5.1,0.6,19.4,88.0,0,12.0,50.0,-12.0,23.0,21.0,1.0,0
2021-12-19,42.0,21.0,9.0,1.9,13.5,4.2,0.6,17.1,88.0,0,14.0,48.0,-10.0,14.0,28.0,2.0,0
2021-12-20,67.33333333333333,34.0,16.0,1.9,16.3,8.7,1.1,19.0,80.3,0,9.0,54.0,-11.0,-2.0,-5.0,6.0,0
2021-12-21,105.08333333333333,53.0,24.0,3.7,22.4,12.8,1.1,21.0,82.0,0,7.0,53.0,-14.0,-3.0,-8.0,6.0,0
2021-12-22,135.70833333333331,68.0,33.0,4.6,24.4,19.2,1.1,22.0,76.7,0,5.0,57.0,-14.0,-4.0,-11.0,6.0,0
2021-12-23,59.166666666666664,30.0,15.0,1.9,16.3,5.5,0.6,18.0,87.0,0,10.0,93.0,-12.0,-5.0,-19.0,6.0,0
2021-12-24,42.0,21.0,10.0,1.9,14.3,4.2,0.6,17.0,82.0,0,-32.0,64.0,-39.0,-35.0,-55.0,15.0,0
2021-12-25,67.33333333333333,34.0,15.0,1.9,15.9,4.6,1.1,18.4,80.2,0,-73.0,-57.0,-37.0,-51.0,-60.0,7.0,0
2021-12-26,75.5,38.0,16.0,1.9,19.5,6.0,1.1,23.0,57.2,0,-23.0,19.0,6.0,-14.0,1.0,4.0,0
2021-12-27,105.08333333333333,53.0,20.0,3.7,16.3,14.2,1.1,21.5,73.0,0,-19.0,27.0,-35.0,-25.0,-31.0,12.0,0
2021-12-28,100.0,50.0,18.0,3.7,14.7,18.3,1.1,20.4,83.5,0,-20.0,29.0,-37.0,-25.0,-31.0,13.0,0
2021-12-29,117.33333333333333,59.0,21.0,2.8,24.0,10.6,1.1,20.1,86.5,0,-18.0,36.0,-23.0,-23.0,-32.0,12.0,0
2021-12-30,83.66666666666666,42.0,14.0,2.8,18.7,10.6,1.1,19.7,88.0,0,-21.0,57.0,-41.0,-26.0,-39.0,11.0,0
2021-12-31,42.0,21.0,9.0,3.7,11.8,10.6,0.6,19.5,92.0,0,-55.0,36.0,-61.0,-50.0,-66.0,19.0,0
2022-01-01,91.83333333333333,46.0,14.0,3.7,11.8,7.4,0.6,21.6,82.1,1,-78.0,-69.0,-62.0,-59.0,-64.0,9.0,0
2022-01-02,59.166666666666664,30.0,12.0,2.8,11.8,6.9,0.6,22.0,88.0,1,-37.0,6.0,-33.0,-22.0,-7.0,5.0,0
